state_ut,year,01_District_wise_crimes_committed_IPC_2001_2012_total_ipc_crimes,01_District_wise_crimes_committed_IPC_2013_total_ipc_crimes,17_Crime_by_place_of_occurrence_2001_2012_total_-_dacoity,17_Crime_by_place_of_occurrence_2001_2012_total_-_robbery,17_Crime_by_place_of_occurrence_2001_2012_total_-_burglary,17_Crime_by_place_of_occurrence_2001_2012_total_-_theft
MADHYA PRADESH,2004,4367.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,1985.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,2997.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,4976.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,2349.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,2204.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,1384.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3358.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,5098.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3661.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,4478.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,7143.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,4877.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,2278.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,2518.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3995.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,1053.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3824.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3719.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3042.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,2923.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,8685.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,1212.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,3856.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2004,196867.0,,147.0,1526.0,12308.0,22586.0
MADHYA PRADESH,2005,1458.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1941.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2924.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2335.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3005.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3929.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,10850.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1544.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1449.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3651.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3963.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2275.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2179.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,6075.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,5227.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,725.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3421.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,8765.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1098.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3546.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,16026.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,320.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,9463.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,574.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2505.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2534.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,4380.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3972.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1462.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3046.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,5022.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2613.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1860.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1487.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3368.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,4493.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3797.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3956.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,7335.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,5241.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2454.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2552.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3570.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1167.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3713.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3661.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2957.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,2761.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,7371.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,1208.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,3944.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2005,189172.0,,147.0,1557.0,11192.0,20685.0
MADHYA PRADESH,2006,1487.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2265.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2295.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2392.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3291.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3856.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,13016.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1417.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1265.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4667.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3855.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2444.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2338.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,5420.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4835.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,660.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3494.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,10008.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1284.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3066.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,16127.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,265.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,10199.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,396.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2273.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2871.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3999.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3918.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1559.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3165.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4880.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1972.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1816.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1503.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3676.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4357.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3704.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4459.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,6972.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,5748.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2468.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,2492.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3544.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1159.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4646.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,4136.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3337.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3080.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,7458.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,1249.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,3928.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2006,194711.0,,151.0,1770.0,10960.0,21733.0
MADHYA PRADESH,2007,1665.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2746.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2290.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2501.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3084.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2958.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,14065.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1317.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1367.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,5103.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3880.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2755.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2488.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,5648.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,4620.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,575.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3501.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,9838.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1418.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3174.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,16874.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,292.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,10945.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,397.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2295.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2917.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3170.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,4200.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1653.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3259.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,5100.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2336.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2394.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1795.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3699.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,5367.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3781.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,4689.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,8194.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,5252.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2576.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,2558.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3780.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1192.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,4178.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,4604.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3160.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,3512.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,7752.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,1186.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,4286.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2007,202386.0,,143.0,1975.0,11230.0,22396.0
MADHYA PRADESH,2008,1225.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1244.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2041.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2559.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1907.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3241.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3171.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,14718.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1327.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1384.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,4928.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,4589.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2904.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2388.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,5593.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,5389.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,750.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3116.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,9104.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1205.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3562.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,19587.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,337.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,10857.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,365.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1507.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2964.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3244.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,4144.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1922.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3360.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,5062.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2465.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2082.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1704.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3355.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,4675.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3488.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,5179.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,8169.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,5798.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2551.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2959.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3811.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1239.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,4104.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2367.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3403.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,2102.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,3035.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,8764.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,1259.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,4353.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2008,206556.0,,160.0,2234.0,11072.0,24583.0
MADHYA PRADESH,2009,1277.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1327.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2054.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2388.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1749.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3174.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3674.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,15440.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1359.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1175.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,5047.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,5172.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3130.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2615.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,4790.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,5816.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,907.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3133.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,10029.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1379.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3562.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,18306.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,304.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,9990.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,529.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1589.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3038.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3158.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,4079.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1654.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3445.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,4880.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2689.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2040.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1682.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3901.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,4429.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3637.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,5158.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,8592.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,5704.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2698.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2843.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3675.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1277.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,4094.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2184.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3337.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,2039.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,3330.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,8706.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,1200.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,4378.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2009,207762.0,,117.0,2270.0,10661.0,23260.0
MADHYA PRADESH,2010,1330.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1365.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2649.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2637.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1913.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3177.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3211.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,13711.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1138.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1263.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4692.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,5190.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3399.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2530.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,5692.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,5737.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,994.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3459.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,11337.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1362.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4284.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,18473.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,275.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,9973.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,496.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1939.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3220.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3111.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4121.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1824.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3203.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4912.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3135.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2046.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2077.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4461.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4430.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4245.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,5562.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,8518.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,5373.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2906.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2937.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3225.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1214.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4357.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2603.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3986.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,2156.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,3718.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,8708.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,1238.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,4757.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2010,214269.0,,110.0,1919.0,9897.0,21577.0
MADHYA PRADESH,2011,1262.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,1435.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,2613.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,2447.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,1914.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,3278.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,3695.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,15123.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,1448.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,1135.0,,118.0,1952.0,10230.0,22414.0
MADHYA PRADESH,2011,5133.0,,118.0,1952.0,10230.0,22414.0
