state_ut,year,01_District_wise_crimes_committed_IPC_2001_2012_total_ipc_crimes,01_District_wise_crimes_committed_IPC_2013_total_ipc_crimes,17_Crime_by_place_of_occurrence_2001_2012_total_-_dacoity,17_Crime_by_place_of_occurrence_2001_2012_total_-_robbery,17_Crime_by_place_of_occurrence_2001_2012_total_-_burglary,17_Crime_by_place_of_occurrence_2001_2012_total_-_theft
A & N ISLANDS,2001,637.0,,0.0,4.0,64.0,65.0
A & N ISLANDS,2001,21.0,,0.0,4.0,64.0,65.0
A & N ISLANDS,2001,658.0,,0.0,4.0,64.0,65.0
A & N ISLANDS,2002,580.0,,1.0,7.0,49.0,49.0
A & N ISLANDS,2002,28.0,,1.0,7.0,49.0,49.0
A & N ISLANDS,2002,608.0,,1.0,7.0,49.0,49.0
A & N ISLANDS,2003,611.0,,2.0,7.0,56.0,60.0
A & N ISLANDS,2003,33.0,,2.0,7.0,56.0,60.0
A & N ISLANDS,2003,644.0,,2.0,7.0,56.0,60.0
A & N ISLANDS,2004,721.0,,0.0,3.0,69.0,103.0
A & N ISLANDS,2004,27.0,,0.0,3.0,69.0,103.0
A & N ISLANDS,2004,748.0,,0.0,3.0,69.0,103.0
A & N ISLANDS,2005,666.0,,0.0,4.0,68.0,92.0
A & N ISLANDS,2005,16.0,,0.0,4.0,68.0,92.0
A & N ISLANDS,2005,682.0,,0.0,4.0,68.0,92.0
A & N ISLANDS,2006,655.0,,0.0,5.0,82.0,101.0
A & N ISLANDS,2006,21.0,,0.0,5.0,82.0,101.0
A & N ISLANDS,2006,676.0,,0.0,5.0,82.0,101.0
A & N ISLANDS,2007,807.0,,5.0,9.0,90.0,112.0
A & N ISLANDS,2007,807.0,,5.0,9.0,90.0,112.0
A & N ISLANDS,2008,859.0,,0.0,14.0,78.0,128.0
A & N ISLANDS,2008,23.0,,0.0,14.0,78.0,128.0
A & N ISLANDS,2008,882.0,,0.0,14.0,78.0,128.0
A & N ISLANDS,2009,921.0,,0.0,11.0,86.0,134.0
A & N ISLANDS,2009,20.0,,0.0,11.0,86.0,134.0
A & N ISLANDS,2009,941.0,,0.0,11.0,86.0,134.0
A & N ISLANDS,2010,956.0,,1.0,7.0,80.0,121.0
A & N ISLANDS,2010,24.0,,1.0,7.0,80.0,121.0
A & N ISLANDS,2010,980.0,,1.0,7.0,80.0,121.0
A & N ISLANDS,2011,771.0,,1.0,1.0,99.0,88.0
A & N ISLANDS,2011,22.0,,1.0,1.0,99.0,88.0
A & N ISLANDS,2011,793.0,,1.0,1.0,99.0,88.0
A & N ISLANDS,2012,24.0,,5.0,2.0,71.0,71.0
A & N ISLANDS,2012,115.0,,5.0,2.0,71.0,71.0
A & N ISLANDS,2012,544.0,,5.0,2.0,71.0,71.0
A & N ISLANDS,2012,683.0,,5.0,2.0,71.0,71.0
A & N Islands,2014,,,,,,
A&N Islands,2013,,24.0,,,,
A&N Islands,2013,,156.0,,,,
A&N Islands,2013,,432.0,,,,
A&N Islands,2013,,612.0,,,,
A&N Islands,2014,,,,,,
A&N Islands,2014,,,,,,
A&N Islands,2014,,,,,,
A&N Islands,2014,,,,,,
ANDHRA PRADESH,2001,4154.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,4125.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,5818.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,3140.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,6507.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,287.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,7848.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,11831.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,5811.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,4582.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,4779.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,4581.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,4819.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,3532.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,5002.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,5245.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,3621.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,3678.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,9867.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,439.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,2572.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,6733.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,320.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,3183.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,3422.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,2178.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,6319.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,5696.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2001,130089.0,,214.0,629.0,7220.0,16751.0
ANDHRA PRADESH,2002,4675.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,4467.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,6306.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,3324.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,7931.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,310.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,7883.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,14413.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,7086.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,5646.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,5318.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,4684.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,5354.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,4208.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,5290.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,5240.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,4417.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,3636.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,10602.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,444.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,2486.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,9083.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,410.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,2669.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,2838.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,2432.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,6397.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,6061.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2002,143610.0,,197.0,648.0,7628.0,19222.0
ANDHRA PRADESH,2003,4881.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,4582.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,6624.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,3447.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,10305.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,7616.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,368.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,7715.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,20252.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,7709.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,5179.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,5283.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,4775.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,5390.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,4818.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,5651.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,5952.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,4674.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,3720.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,1980.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,536.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,2663.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,10084.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,430.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,2599.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,3261.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,2150.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,6827.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,7480.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2003,156951.0,,176.0,660.0,9050.0,23408.0
ANDHRA PRADESH,2004,5011.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,4296.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,6960.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,4107.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,9911.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,7741.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,338.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,8544.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,18868.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,8048.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,5928.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,5377.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,5372.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,4545.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,4789.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,6009.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,7047.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,4804.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,3881.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,2240.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,465.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,2821.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,7659.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,359.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,2903.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,3182.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,2464.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,7717.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,7370.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2004,158756.0,,199.0,596.0,8457.0,23578.0
ANDHRA PRADESH,2005,5033.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,4545.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,6746.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,4072.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,12079.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,8262.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,225.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,7736.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,17276.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,8875.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5757.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5335.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5266.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5624.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,4024.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,6570.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5283.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5059.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,4343.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,2127.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,508.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,2686.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,5791.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,316.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,2687.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,4455.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,2560.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,6683.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,7200.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2005,157123.0,,250.0,794.0,7954.0,23778.0
ANDHRA PRADESH,2006,6122.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5090.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,6440.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5298.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,14226.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,9056.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,221.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,9080.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,17295.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,8141.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5961.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5267.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5823.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,6320.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5602.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,7933.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5805.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5812.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5776.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,2028.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,311.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,3016.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5862.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,339.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,3235.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,5478.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,2955.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,7879.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,7538.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2006,173909.0,,178.0,679.0,8304.0,23510.0
ANDHRA PRADESH,2007,5685.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5182.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,7095.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5500.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,14236.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,8580.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,175.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,8659.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,17391.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,8535.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,6215.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5178.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,6159.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,6389.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,6070.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,7960.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5991.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5178.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5655.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,2170.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,445.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,3898.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5587.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,373.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,3278.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,5480.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,3256.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,7333.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,7434.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2007,175087.0,,170.0,614.0,7677.0,24391.0
ANDHRA PRADESH,2008,5300.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5734.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,7307.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,6605.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,14173.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,8435.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,171.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,8911.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,18567.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,8337.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5834.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5528.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,7835.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,6661.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5989.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,8026.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,6118.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5709.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5453.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,2419.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,476.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,3908.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5127.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,417.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,3107.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,5015.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,3142.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,6758.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,8213.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2008,179275.0,,110.0,623.0,8332.0,25362.0
ANDHRA PRADESH,2009,5312.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5181.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,7268.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5510.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,14841.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,8660.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,214.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,9806.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,17840.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,7902.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,6228.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5893.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,8002.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,6972.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5887.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,8617.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5867.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,4890.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,6125.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,2042.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,588.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,3354.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5180.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,592.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,2738.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,5416.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,3451.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,7479.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,8586.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2009,180441.0,,102.0,544.0,7772.0,24692.0
ANDHRA PRADESH,2010,4955.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5854.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5218.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5694.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,16348.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,6349.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,287.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,6512.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,3208.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,17549.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,8320.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5571.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5819.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,7258.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,6704.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5269.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,7736.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5779.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5815.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5442.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,2022.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,1676.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,462.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,4910.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,2607.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,5833.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,449.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,3312.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,7112.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,3862.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,2717.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,2516.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,8273.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2010,181438.0,,134.0,550.0,8200.0,26756.0
ANDHRA PRADESH,2011,5121.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,5430.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,5224.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,5340.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,17645.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,7111.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,297.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,7026.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,3933.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,15657.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,8973.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,5961.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,6857.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,7441.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,6675.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,5669.0,,126.0,600.0,8300.0,28267.0
ANDHRA PRADESH,2011,7640.0,,126.0,600.0,8300.0,28267.0
